,Emotion,Emotion intensity,Gender,Path
20,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-02-01-02-02-20.wav
21,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-03-01-02-02-20.wav
22,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-04-02-02-01-20.wav
23,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-06-02-02-01-20.wav
24,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-04-02-01-01-20.wav
25,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-04-01-02-01-20.wav
26,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-08-02-02-02-20.wav
27,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-01-01-02-02-20.wav
28,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-03-01-02-01-20.wav
29,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-08-02-01-01-20.wav
30,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-08-01-01-01-20.wav
31,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-08-01-02-01-20.wav
32,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-07-01-01-01-20.wav
33,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-08-01-02-02-20.wav
34,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-05-02-02-02-20.wav
35,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-02-02-01-02-20.wav
36,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-04-01-01-01-20.wav
37,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-04-02-01-02-20.wav
38,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-02-01-01-01-20.wav
39,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-07-02-01-01-20.wav
40,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-05-01-01-01-20.wav
41,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-07-01-02-02-20.wav
42,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-07-02-02-02-20.wav
43,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-03-01-01-01-20.wav
44,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-03-02-02-01-20.wav
45,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-04-01-02-02-20.wav
46,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-06-01-02-01-20.wav
47,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-06-02-01-01-20.wav
48,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-08-02-01-02-20.wav
49,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-03-02-02-02-20.wav
50,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-07-02-01-02-20.wav
51,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-06-01-01-01-20.wav
52,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-07-01-02-01-20.wav
53,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-02-01-02-01-20.wav
54,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-08-02-02-01-20.wav
55,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-01-01-01-01-20.wav
56,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-07-01-01-02-20.wav
57,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-01-01-01-02-20.wav
58,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-03-01-01-02-20.wav
59,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_20/03-01-05-01-02-01-20.wav
60,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-02-02.wav
61,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-02-02.wav
62,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-01-02.wav
63,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-01-02.wav
64,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-01-02.wav
65,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-02-02.wav
66,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-02-02.wav
67,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-01-02.wav
68,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-01-02.wav
69,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-01-02.wav
70,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-02-02.wav
71,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-02-02.wav
72,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-01-02.wav
73,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-01-02.wav
74,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-01-02.wav
75,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-01-02.wav
76,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-02-02.wav
77,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-02-02.wav
78,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-01-02.wav
79,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-02-02.wav
80,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
81,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
82,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-01-02.wav
83,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-01-02.wav
84,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-01-02.wav
85,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-01-02.wav
86,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-02-02.wav
87,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-01-02.wav
88,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-02-02.wav
89,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-02-02.wav
90,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-02-02.wav
91,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-01-02.wav
92,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-02-02.wav
93,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-01-02.wav
94,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-02-02.wav
95,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-01-02.wav
96,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-01-02.wav
97,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-01-02.wav
98,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
99,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-01-02.wav
100,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-02-02.wav
101,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-01-02.wav
102,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-02-02.wav
103,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-01-02.wav
104,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-02-02.wav
105,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-01-02.wav
106,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-01-02.wav
107,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-01-02.wav
108,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-02-02.wav
109,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-01-02.wav
110,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
111,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-02-02.wav
112,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-02-02.wav
113,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-02-02.wav
114,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-02-02.wav
115,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-01-02.wav
116,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-02-02.wav
117,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-02-02.wav
118,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-02-02.wav
119,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-02-02.wav
120,0,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-08-02-01-01-09.wav
121,7,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-07-02-01-01-09.wav
122,2,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-02-02-02-02-09.wav
123,6,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-06-02-01-01-09.wav
124,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-01-01-01-02-09.wav
125,4,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-04-02-01-02-09.wav
126,0,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-08-02-02-02-09.wav
127,7,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-07-02-02-02-09.wav
128,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-02-01-01-02-09.wav
129,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-02-01-02-01-09.wav
130,4,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-04-02-01-01-09.wav
131,5,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-05-02-01-01-09.wav
132,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-03-01-01-01-09.wav
133,4,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-04-01-01-01-09.wav
134,5,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-05-01-01-02-09.wav
135,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-03-01-01-02-09.wav
136,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-08-01-02-02-09.wav
137,3,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-03-02-02-02-09.wav
138,7,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-07-01-02-02-09.wav
139,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-06-01-02-01-09.wav
140,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-08-01-02-01-09.wav
141,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-02-01-01-01-09.wav
142,6,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-06-02-01-02-09.wav
143,7,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-07-01-02-01-09.wav
144,0,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-08-02-01-02-09.wav
145,4,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-04-02-02-02-09.wav
146,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-03-01-02-02-09.wav
147,2,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-02-02-01-02-09.wav
148,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-01-01-02-01-09.wav
149,5,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-05-02-02-02-09.wav
150,4,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-04-01-02-01-09.wav
151,5,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-05-02-02-01-09.wav
152,7,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-07-01-01-01-09.wav
153,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-01-01-02-02-09.wav
154,2,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-02-02-01-01-09.wav
155,7,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-07-01-01-02-09.wav
156,4,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-04-01-02-02-09.wav
157,5,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-05-01-02-02-09.wav
158,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-08-01-01-02-09.wav
159,7,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-07-02-02-01-09.wav
160,3,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-03-02-02-01-09.wav
161,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-03-01-02-01-09.wav
162,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-06-01-01-02-09.wav
163,4,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-04-02-02-01-09.wav
164,6,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-06-02-02-01-09.wav
165,7,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-07-02-01-02-09.wav
166,0,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-08-02-02-01-09.wav
167,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-06-01-01-01-09.wav
168,4,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-04-01-01-02-09.wav
169,5,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-05-02-01-02-09.wav
170,3,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-03-02-01-01-09.wav
171,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-01-01-01-01-09.wav
172,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-02-01-02-02-09.wav
173,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-08-01-01-01-09.wav
174,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-06-01-02-02-09.wav
175,5,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-05-01-01-01-09.wav
176,3,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-03-02-01-02-09.wav
177,5,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-05-01-02-01-09.wav
178,2,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-02-02-02-01-09.wav
179,6,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_09/03-01-06-02-02-02-09.wav
180,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-06-01-01-01-06.wav
181,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-02-06.wav
182,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-01-06.wav
183,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-02-06.wav
184,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-01-06.wav
185,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-02-06.wav
186,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-04-01-02-01-06.wav
187,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-03-01-02-01-06.wav
188,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-06-02-01-01-06.wav
189,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-04-01-01-02-06.wav
190,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-02-06.wav
191,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-03-01-02-02-06.wav
192,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-01-01-01-01-06.wav
193,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-04-01-02-02-06.wav
194,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-06-02-02-02-06.wav
195,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-02-06.wav
196,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-02-06.wav
197,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-02-01-02-02-06.wav
198,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-08-02-01-01-06.wav
199,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-02-06.wav
200,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-01-06.wav
201,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-01-06.wav
202,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-01-06.wav
203,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-02-06.wav
204,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-02-06.wav
205,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-01-06.wav
206,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-01-01-01-02-06.wav
207,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-02-06.wav
208,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-08-02-01-02-06.wav
209,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-02-06.wav
210,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-06-01-01-02-06.wav
211,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-02-06.wav
212,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-06-01-02-02-06.wav
213,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-07-01-01-02-06.wav
214,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-07-01-02-02-06.wav
215,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-01-06.wav
216,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-01-06.wav
217,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-01-06.wav
218,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-07-01-02-01-06.wav
219,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-02-01-02-01-06.wav
220,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-01-06.wav
221,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-07-02-01-02-06.wav
222,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-02-06.wav
223,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-01-06.wav
224,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-01-06.wav
225,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-02-06.wav
226,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-07-02-02-02-06.wav
227,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-06-02-02-01-06.wav
228,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-01-06.wav
229,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-07-02-02-01-06.wav
230,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-06-01-02-01-06.wav
231,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-07-02-01-01-06.wav
232,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-04-01-01-01-06.wav
233,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-01-06.wav
234,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-01-06.wav
235,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-02-06.wav
236,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-01-06.wav
237,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-06-02-01-02-06.wav
238,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-07-01-01-01-06.wav
239,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-02-06.wav
240,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-07-01-02-01-24.wav
241,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-06-01-01-01-24.wav
242,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-04-02-01-02-24.wav
243,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-03-02-02-01-24.wav
244,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-05-01-01-01-24.wav
245,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-08-01-01-01-24.wav
246,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-06-01-02-02-24.wav
247,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-07-02-01-01-24.wav
248,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-01-01-02-02-24.wav
249,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-01-01-01-02-24.wav
250,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-05-02-02-02-24.wav
251,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-04-01-02-01-24.wav
252,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-07-01-02-02-24.wav
